date,aircraft_id,unit_id,base,airframe_age_years,role,status_start,flight_hours,mission_intensity,environment_stress,flight_hours_sum_7d,mission_intensity_mean_7d,environment_stress_mean_7d,flight_hours_sum_14d,mission_intensity_mean_14d,environment_stress_mean_14d,flight_hours_sum_30d,mission_intensity_mean_30d,environment_stress_mean_30d,failures_count_sum_7d,failures_count_sum_14d,failures_count_sum_30d,down_events_sum_7d,down_events_sum_14d,down_events_sum_30d,repair_hours_sum_7d,repair_hours_sum_14d,repair_hours_sum_30d,wait_parts_hours_sum_7d,wait_parts_hours_sum_14d,wait_parts_hours_sum_30d,wait_maint_hours_sum_7d,wait_maint_hours_sum_14d,wait_maint_hours_sum_30d,down_hours_sum_7d,down_hours_sum_14d,down_hours_sum_30d,downtime_next_14d_hours,downtime_next_30d_hours,stockouts_today,eta_days_sum_today,eta_days_mean_today,stockouts_sum_7d,eta_days_sum_7d,eta_days_mean_7d,stockouts_sum_14d,eta_days_sum_14d,eta_days_mean_14d,stockouts_sum_30d,eta_days_sum_30d,eta_days_mean_30d,base_stockout_rate,base_mean_eta
2026-01-24,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,0.0,0.551,0.746,7.04,0.6341428571428571,0.3437142857142857,13.69,0.5257857142857143,0.4237142857142857,15.93,0.498,0.4377647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,10.67
2026-01-25,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,1.48,0.377,0.504,6.710000000000001,0.6744285714285715,0.4131428571428572,14.1,0.5112142857142857,0.4266428571428571,17.41,0.4912777777777777,0.4414444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,12.965
2026-01-26,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,0.64,0.584,0.686,5.49,0.6284285714285714,0.4731428571428572,14.1,0.5265714285714286,0.4412142857142856,18.05,0.4961578947368421,0.4543157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,10.725
2026-01-27,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,0.28,0.07,0.794,4.3100000000000005,0.4955714285714285,0.5252857142857142,13.62,0.5195714285714286,0.4663571428571428,18.33,0.47485,0.4713,1.0,1.0,1.0,0.0,0.0,0.0,17.19,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,21.0,3.0,0.0,21.0,1.5,0.0,21.0,1.05,0.02,12.175
2026-01-28,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,0.76,0.413,0.293,4.58,0.477,0.5527142857142857,13.15,0.5102857142857143,0.4345714285714286,19.09,0.4719047619047619,0.4628095238095238,1.0,1.0,1.0,0.0,0.0,0.0,17.19,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,25.3,0.0,0.0,0.0,0.0,21.0,3.0,0.0,21.0,1.5,0.0,21.0,1.0,0.005,9.945
2026-01-29,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,0.23,0.867,0.706,4.69,0.5418571428571429,0.6258571428571429,11.97,0.5560714285714285,0.4376428571428571,19.32,0.4898636363636364,0.4738636363636364,1.0,1.0,1.0,0.0,0.0,0.0,17.19,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,21.0,1.5,0.0,21.0,0.9545454545454546,0.005,8.975
2026-01-30,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,1.4,0.308,0.379,4.79,0.4528571428571428,0.5868571428571429,12.23,0.5267857142857143,0.4370714285714286,20.72,0.4819565217391304,0.4697391304347826,1.0,1.0,1.0,0.0,0.0,0.0,17.19,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,21.0,1.5,0.0,21.0,0.9130434782608695,0.01,13.25
2026-01-31,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,1.63,0.37,0.181,6.42,0.427,0.5061428571428571,13.46,0.5305714285714286,0.4249285714285715,22.35,0.4772916666666666,0.4577083333333333,1.0,1.0,1.0,0.0,0.0,0.0,17.19,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,21.0,1.5,0.0,21.0,0.875,0.005,10.475
2026-02-01,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,0.95,0.131,0.13,5.89,0.3918571428571428,0.4527142857142857,12.6,0.5331428571428571,0.4329285714285714,23.3,0.46344,0.4446,1.0,1.0,1.0,0.0,0.0,0.0,17.19,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,21.0,1.5,0.0,21.0,0.84,0.015,10.97
2026-02-02,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,0.45,0.463,0.32,5.7,0.3745714285714285,0.4004285714285714,11.19,0.5015,0.4367857142857143,23.75,0.4634230769230769,0.4398076923076923,1.0,1.0,1.0,0.0,0.0,0.0,17.19,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.08,28.08,0.0,0.0,0.0,0.0,21.0,3.0,0.0,21.0,1.5,0.0,21.0,0.8076923076923077,0.005,12.085
2026-02-03,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,0.58,0.371,0.189,6.0,0.4175714285714286,0.314,10.31,0.4565714285714286,0.4196428571428571,24.33,0.46,0.4305185185185185,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.5,0.0,21.0,0.7777777777777778,0.005,11.72
2026-02-04,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,2.28,0.351,0.745,7.52,0.4087142857142857,0.3785714285714285,12.1,0.4428571428571429,0.4656428571428571,26.61,0.4561071428571429,0.44175,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.5,0.0,21.0,0.75,0.025,10.995
2026-02-05,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,0.91,0.576,0.404,8.2,0.3671428571428571,0.3354285714285714,12.89,0.4545,0.4806428571428571,27.52,0.4602413793103448,0.4404482758620689,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.5,0.0,21.0,0.7241379310344828,0.005,10.805
2026-02-06,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,0.43,0.45,0.586,7.229999999999999,0.3874285714285714,0.3649999999999999,12.02,0.4201428571428572,0.4759285714285714,27.95,0.4599,0.4453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.19,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.5,0.0,21.0,0.7,0.02,9.97
2026-01-08,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.81,0.537,0.299,0.81,0.537,0.299,0.81,0.537,0.299,0.81,0.537,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,12.11
2026-01-09,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,2.01,0.259,0.447,2.82,0.398,0.373,2.82,0.398,0.373,2.82,0.398,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,10.295
2026-01-10,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.98,0.895,0.463,3.8,0.5636666666666666,0.403,3.8,0.5636666666666666,0.403,3.8,0.5636666666666666,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,11.315
2026-01-11,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.32,0.346,0.261,4.12,0.50925,0.3675,4.12,0.50925,0.3675,4.12,0.50925,0.3675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,12.235
2026-01-12,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.0,0.211,0.601,4.12,0.4496,0.4141999999999999,4.12,0.4496,0.4141999999999999,4.12,0.4496,0.4141999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,12.945
2026-01-13,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,1.0,0.0,0.465,5.12,0.3746666666666667,0.4226666666666667,5.12,0.3746666666666667,0.4226666666666667,5.12,0.3746666666666667,0.4226666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,11.365
2026-01-14,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.42,0.567,0.47,5.54,0.4021428571428571,0.4294285714285714,5.54,0.4021428571428571,0.4294285714285714,5.54,0.4021428571428571,0.4294285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,12.595
2026-01-15,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,1.02,0.582,0.407,5.75,0.4085714285714285,0.4448571428571428,6.56,0.424625,0.426625,6.56,0.424625,0.426625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.855
2026-01-16,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.37,0.422,0.17,4.11,0.4318571428571429,0.4052857142857142,6.93,0.4243333333333333,0.3981111111111111,6.93,0.4243333333333333,0.3981111111111111,1.0,1.0,1.0,1.0,1.0,1.0,18.57,18.57,18.57,11.08,11.08,11.08,2.25,2.25,2.25,31.9,31.9,31.9,0.0,0.0,0.0,32.0,32.0,0.0,32.0,4.571428571428571,0.0,32.0,3.5555555555555554,0.0,32.0,3.5555555555555554,0.025,9.93
2026-01-17,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,1.19,0.33,0.114,4.32,0.3511428571428571,0.3554285714285714,8.12,0.4149,0.3697,8.12,0.4149,0.3697,1.0,1.0,1.0,1.0,1.0,1.0,18.57,18.57,18.57,11.08,11.08,11.08,2.25,2.25,2.25,31.9,31.9,31.9,0.0,39.98,0.0,0.0,0.0,0.0,32.0,4.571428571428571,0.0,32.0,3.2,0.0,32.0,3.2,0.015,12.39
2026-01-18,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.59,0.02,0.464,4.59,0.3045714285714286,0.3844285714285714,8.709999999999999,0.3789999999999999,0.3782727272727272,8.709999999999999,0.3789999999999999,0.3782727272727272,1.0,1.0,1.0,1.0,1.0,1.0,18.57,18.57,18.57,11.08,11.08,11.08,2.25,2.25,2.25,31.9,31.9,31.9,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.571428571428571,0.0,32.0,2.909090909090909,0.0,32.0,2.909090909090909,0.0,11.915
2026-01-19,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,1.07,0.325,0.098,5.66,0.3208571428571428,0.3125714285714285,9.78,0.3745,0.3549166666666667,9.78,0.3745,0.3549166666666667,1.0,1.0,1.0,1.0,1.0,1.0,18.57,18.57,18.57,11.08,11.08,11.08,2.25,2.25,2.25,31.9,31.9,31.9,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.571428571428571,0.0,32.0,2.6666666666666665,0.0,32.0,2.6666666666666665,0.01,11.435
2026-01-20,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.31,0.458,0.51,4.97,0.3862857142857142,0.319,10.09,0.3809230769230769,0.3668461538461539,10.09,0.3809230769230769,0.3668461538461539,1.0,1.0,1.0,1.0,1.0,1.0,18.57,18.57,18.57,11.08,11.08,11.08,2.25,2.25,2.25,31.9,31.9,31.9,5.51,21.75,0.0,0.0,0.0,0.0,32.0,4.571428571428571,0.0,32.0,2.4615384615384617,0.0,32.0,2.4615384615384617,0.025,12.095
2026-01-21,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.66,0.307,0.029,5.21,0.3491428571428571,0.256,10.75,0.3756428571428571,0.3427142857142857,10.75,0.3756428571428571,0.3427142857142857,1.0,1.0,1.0,1.0,1.0,1.0,18.57,18.57,18.57,11.08,11.08,11.08,2.25,2.25,2.25,31.9,31.9,31.9,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.571428571428571,0.0,32.0,2.2857142857142856,0.0,32.0,2.2857142857142856,0.005,13.12
2026-01-22,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.83,0.606,0.043,5.0200000000000005,0.3525714285714286,0.204,10.77,0.3805714285714286,0.3244285714285714,11.58,0.391,0.3227333333333333,1.0,1.0,1.0,1.0,1.0,1.0,18.57,18.57,18.57,11.08,11.08,11.08,2.25,2.25,2.25,31.9,31.9,31.9,0.0,14.15,0.0,0.0,0.0,0.0,32.0,4.571428571428571,0.0,32.0,2.2857142857142856,0.0,32.0,2.1333333333333333,0.0,11.265
2026-01-23,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.64,0.633,0.534,5.29,0.3827142857142857,0.256,9.4,0.4072857142857143,0.3306428571428572,12.22,0.406125,0.3359375,0.0,1.0,1.0,0.0,1.0,1.0,0.0,18.57,18.57,0.0,11.08,11.08,0.0,2.25,2.25,0.0,31.9,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.2857142857142856,0.0,32.0,2.0,0.005,12.46
2026-01-24,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.88,0.007,0.622,4.98,0.3365714285714286,0.3285714285714286,9.3,0.3438571428571428,0.342,13.1,0.3826470588235294,0.3527647058823529,0.0,1.0,1.0,0.0,1.0,1.0,0.0,18.57,18.57,0.0,11.08,11.08,0.0,2.25,2.25,0.0,31.9,31.9,28.51,28.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.2857142857142856,0.0,32.0,1.8823529411764706,0.01,11.88
2026-01-25,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.04,0.266,0.561,4.43,0.3717142857142858,0.3424285714285714,9.02,0.3381428571428571,0.3634285714285714,13.14,0.3761666666666666,0.3643333333333333,0.0,1.0,1.0,0.0,1.0,1.0,0.0,18.57,18.57,0.0,11.08,11.08,0.0,2.25,2.25,0.0,31.9,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.2857142857142856,0.0,32.0,1.7777777777777777,0.02,11.465
2026-01-26,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.66,0.399,0.688,4.02,0.3822857142857143,0.4267142857142857,9.68,0.3515714285714285,0.3696428571428572,13.8,0.3773684210526316,0.3813684210526316,0.0,1.0,1.0,0.0,1.0,1.0,0.0,18.57,18.57,0.0,11.08,11.08,0.0,2.25,2.25,0.0,31.9,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.2857142857142856,0.0,32.0,1.6842105263157894,0.01,9.545
2026-01-27,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,1.22,0.589,0.441,4.93,0.4009999999999999,0.4168571428571428,9.9,0.3936428571428571,0.3679285714285715,15.02,0.38795,0.38435,1.0,2.0,2.0,1.0,2.0,2.0,3.2,21.77,21.77,7.97,19.05,19.05,3.34,5.59,5.59,14.51,46.41,46.41,0.0,0.0,0.0,21.0,21.0,0.0,21.0,3.0,0.0,53.0,3.7857142857142856,0.0,53.0,2.65,0.015,11.305
2026-01-28,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,0.52,0.269,0.215,4.79,0.3955714285714286,0.4434285714285714,10.0,0.3723571428571429,0.3497142857142857,15.54,0.3822857142857143,0.3762857142857143,1.0,2.0,2.0,1.0,2.0,2.0,3.2,21.77,21.77,7.97,19.05,19.05,3.34,5.59,5.59,14.51,46.41,46.41,5.69,25.3,0.0,0.0,0.0,0.0,21.0,3.0,0.0,53.0,3.7857142857142856,0.0,53.0,2.5238095238095237,0.02,12.385
