date,base,part_id,on_hand,on_order,expected_days_to_arrival
2026-01-08,BASE_A,P_0042,1,1,34
2026-01-08,BASE_A,P_0043,6,1,22
2026-01-08,BASE_A,P_0044,5,0,0
2026-01-08,BASE_A,P_0045,6,0,0
2026-01-08,BASE_A,P_0046,7,2,34
2026-01-08,BASE_A,P_0047,3,0,0
2026-01-08,BASE_A,P_0048,3,2,38
2026-01-08,BASE_A,P_0049,4,0,0
2026-01-08,BASE_A,P_0050,5,0,0
2026-01-08,BASE_A,P_0051,5,0,0
2026-01-08,BASE_A,P_0052,5,1,44
2026-01-08,BASE_A,P_0053,7,2,29
2026-01-08,BASE_A,P_0054,3,0,0
2026-01-08,BASE_A,P_0055,8,0,0
2026-01-08,BASE_A,P_0056,5,0,0
2026-01-08,BASE_A,P_0057,6,0,0
2026-01-08,BASE_A,P_0058,3,1,16
2026-01-08,BASE_A,P_0059,6,2,33
2026-01-08,BASE_A,P_0060,5,0,0
2026-01-08,BASE_A,P_0061,7,2,35
2026-01-08,BASE_A,P_0062,4,2,16
2026-01-08,BASE_A,P_0063,3,0,0
2026-01-08,BASE_A,P_0064,6,2,16
2026-01-08,BASE_A,P_0065,6,2,44
2026-01-08,BASE_A,P_0066,8,2,25
2026-01-08,BASE_A,P_0067,5,0,0
2026-01-08,BASE_A,P_0068,5,1,22
2026-01-08,BASE_A,P_0069,6,2,18
2026-01-08,BASE_A,P_0070,2,0,0
2026-01-08,BASE_A,P_0071,9,0,0
2026-01-08,BASE_A,P_0072,6,2,55
2026-01-08,BASE_A,P_0073,7,0,0
2026-01-08,BASE_A,P_0074,1,1,26
2026-01-08,BASE_A,P_0075,5,0,0
2026-01-08,BASE_A,P_0076,7,0,0
2026-01-08,BASE_A,P_0077,4,2,19
2026-01-08,BASE_A,P_0078,12,1,35
2026-01-08,BASE_A,P_0079,6,0,0
2026-01-08,BASE_A,P_0080,3,0,0
2026-01-08,BASE_A,P_0081,4,0,0
2026-01-08,BASE_A,P_0082,2,1,36
2026-01-08,BASE_A,P_0083,2,0,0
2026-01-08,BASE_A,P_0084,3,0,0
2026-01-08,BASE_A,P_0085,3,2,17
2026-01-08,BASE_A,P_0086,5,2,29
2026-01-08,BASE_A,P_0087,5,1,8
2026-01-08,BASE_A,P_0088,6,1,38
2026-01-08,BASE_A,P_0089,15,1,48
2026-01-08,BASE_A,P_0090,8,0,0
2026-01-08,BASE_A,P_0091,8,1,42
2026-01-08,BASE_A,P_0092,8,0,0
2026-01-08,BASE_A,P_0093,3,0,0
2026-01-08,BASE_A,P_0094,5,2,33
2026-01-08,BASE_A,P_0095,2,0,0
2026-01-08,BASE_A,P_0096,2,1,38
2026-01-08,BASE_A,P_0097,5,0,0
2026-01-08,BASE_A,P_0098,9,0,0
2026-01-08,BASE_A,P_0099,11,0,0
2026-01-08,BASE_A,P_0100,6,0,0
2026-01-08,BASE_A,P_0101,5,0,0
2026-01-08,BASE_A,P_0102,6,1,12
2026-01-08,BASE_A,P_0103,5,0,0
2026-01-08,BASE_A,P_0104,6,0,0
2026-01-08,BASE_A,P_0105,8,0,0
2026-01-08,BASE_A,P_0106,3,0,0
2026-01-08,BASE_A,P_0107,11,0,0
2026-01-08,BASE_A,P_0108,7,2,9
2026-01-08,BASE_A,P_0109,5,2,43
2026-01-08,BASE_A,P_0110,1,0,0
2026-01-08,BASE_A,P_0111,6,0,0
2026-01-08,BASE_A,P_0112,11,2,26
2026-01-08,BASE_A,P_0113,8,0,0
2026-01-08,BASE_A,P_0114,4,1,20
2026-01-08,BASE_A,P_0115,10,0,0
2026-01-08,BASE_A,P_0116,10,2,35
2026-01-08,BASE_A,P_0117,3,0,0
2026-01-08,BASE_A,P_0118,7,2,12
2026-01-08,BASE_A,P_0119,4,0,0
2026-01-08,BASE_A,P_0120,3,0,0
2026-01-08,BASE_A,P_0121,7,2,44
2026-01-08,BASE_A,P_0122,13,2,33
2026-01-08,BASE_A,P_0123,7,0,0
2026-01-08,BASE_A,P_0124,9,0,0
2026-01-08,BASE_A,P_0125,6,1,37
2026-01-08,BASE_A,P_0126,5,0,0
2026-01-08,BASE_A,P_0127,2,2,25
2026-01-08,BASE_A,P_0128,12,0,0
2026-01-08,BASE_A,P_0129,4,0,0
2026-01-08,BASE_A,P_0130,4,0,0
2026-01-08,BASE_A,P_0131,3,0,0
2026-01-08,BASE_A,P_0132,5,0,0
2026-01-08,BASE_A,P_0133,3,0,0
2026-01-08,BASE_A,P_0134,5,2,44
2026-01-08,BASE_A,P_0135,7,2,32
2026-01-08,BASE_A,P_0136,3,1,31
2026-01-08,BASE_A,P_0137,15,0,0
2026-01-08,BASE_A,P_0138,11,0,0
2026-01-08,BASE_A,P_0139,11,2,27
2026-01-08,BASE_A,P_0140,7,0,0
2026-01-08,BASE_A,P_0141,4,1,16
2026-01-08,BASE_A,P_0142,3,2,27
2026-01-08,BASE_A,P_0143,11,0,0
2026-01-08,BASE_A,P_0144,7,0,0
2026-01-08,BASE_A,P_0145,4,1,37
2026-01-08,BASE_A,P_0146,3,0,0
2026-01-08,BASE_A,P_0147,6,1,31
2026-01-08,BASE_A,P_0148,5,0,0
2026-01-08,BASE_A,P_0149,4,0,0
2026-01-08,BASE_A,P_0150,3,0,0
2026-01-08,BASE_A,P_0151,3,0,0
2026-01-08,BASE_A,P_0152,3,0,0
2026-01-08,BASE_A,P_0153,2,2,32
2026-01-08,BASE_A,P_0154,4,0,0
2026-01-08,BASE_A,P_0155,10,2,40
2026-01-08,BASE_A,P_0156,4,1,39
2026-01-08,BASE_A,P_0157,4,0,0
2026-01-08,BASE_A,P_0158,7,0,0
2026-01-08,BASE_A,P_0159,8,1,33
2026-01-08,BASE_A,P_0160,3,0,0
2026-01-08,BASE_A,P_0161,5,2,36
2026-01-08,BASE_A,P_0162,7,1,39
2026-01-08,BASE_A,P_0163,3,1,30
2026-01-08,BASE_A,P_0164,6,0,0
2026-01-08,BASE_A,P_0165,4,0,0
2026-01-08,BASE_A,P_0166,5,2,43
2026-01-08,BASE_A,P_0167,5,2,43
2026-01-08,BASE_A,P_0168,10,0,0
2026-01-08,BASE_A,P_0169,3,0,0
2026-01-08,BASE_A,P_0170,5,2,24
2026-01-08,BASE_A,P_0171,6,0,0
2026-01-08,BASE_A,P_0172,3,2,27
2026-01-08,BASE_A,P_0173,11,0,0
2026-01-08,BASE_A,P_0174,2,0,0
2026-01-08,BASE_A,P_0175,9,2,25
2026-01-08,BASE_A,P_0176,7,0,0
2026-01-08,BASE_A,P_0177,3,2,7
2026-01-08,BASE_A,P_0178,6,1,12
2026-01-08,BASE_A,P_0179,7,0,0
2026-01-08,BASE_A,P_0180,9,0,0
2026-01-08,BASE_A,P_0181,4,0,0
2026-01-08,BASE_A,P_0182,7,0,0
2026-01-08,BASE_A,P_0183,6,1,38
2026-01-08,BASE_A,P_0184,9,0,0
2026-01-08,BASE_A,P_0185,13,0,0
2026-01-08,BASE_A,P_0186,2,1,22
2026-01-08,BASE_A,P_0187,3,0,0
2026-01-08,BASE_A,P_0188,6,2,26
2026-01-08,BASE_A,P_0189,11,2,31
2026-01-08,BASE_A,P_0190,1,0,0
2026-01-08,BASE_A,P_0191,0,2,22
2026-01-08,BASE_A,P_0192,6,0,0
2026-01-08,BASE_A,P_0193,8,0,0
2026-01-08,BASE_A,P_0194,6,0,0
2026-01-08,BASE_A,P_0195,3,2,21
2026-01-08,BASE_A,P_0196,6,1,17
2026-01-08,BASE_A,P_0197,12,0,0
2026-01-08,BASE_A,P_0198,6,2,48
2026-01-08,BASE_A,P_0199,3,0,0
2026-01-08,BASE_A,P_0200,4,0,0
2026-01-08,BASE_B,P_0001,9,2,18
2026-01-08,BASE_B,P_0002,4,2,27
2026-01-08,BASE_B,P_0003,11,2,13
2026-01-08,BASE_B,P_0004,4,0,0
2026-01-08,BASE_B,P_0005,5,1,31
2026-01-08,BASE_B,P_0006,3,0,0
2026-01-08,BASE_B,P_0007,7,2,45
2026-01-08,BASE_B,P_0008,8,1,43
2026-01-08,BASE_B,P_0009,6,1,19
2026-01-08,BASE_B,P_0010,1,2,31
2026-01-08,BASE_B,P_0011,1,0,0
2026-01-08,BASE_B,P_0012,6,0,0
2026-01-08,BASE_B,P_0013,3,1,31
2026-01-08,BASE_B,P_0014,3,0,0
2026-01-08,BASE_B,P_0015,6,2,18
2026-01-08,BASE_B,P_0016,12,0,0
2026-01-08,BASE_B,P_0017,8,0,0
2026-01-08,BASE_B,P_0018,3,0,0
2026-01-08,BASE_B,P_0019,5,2,17
2026-01-08,BASE_B,P_0020,4,0,0
2026-01-08,BASE_B,P_0021,5,2,10
2026-01-08,BASE_B,P_0022,7,0,0
2026-01-08,BASE_B,P_0023,7,0,0
2026-01-08,BASE_B,P_0024,4,2,44
2026-01-08,BASE_B,P_0025,3,0,0
2026-01-08,BASE_B,P_0026,3,0,0
2026-01-08,BASE_B,P_0027,5,2,20
2026-01-08,BASE_B,P_0028,5,0,0
2026-01-08,BASE_B,P_0029,9,2,25
2026-01-08,BASE_B,P_0030,2,0,0
2026-01-08,BASE_B,P_0031,2,1,25
2026-01-08,BASE_B,P_0032,4,0,0
2026-01-08,BASE_B,P_0033,5,1,9
2026-01-08,BASE_B,P_0034,5,0,0
2026-01-08,BASE_B,P_0035,0,0,0
2026-01-08,BASE_B,P_0036,9,0,0
2026-01-08,BASE_B,P_0037,3,0,0
2026-01-08,BASE_B,P_0038,10,0,0
2026-01-08,BASE_B,P_0039,3,0,0
2026-01-08,BASE_B,P_0040,4,1,22
2026-01-08,BASE_B,P_0041,4,0,0
2026-01-08,BASE_B,P_0042,2,0,0
2026-01-08,BASE_B,P_0043,8,0,0
2026-01-08,BASE_B,P_0044,5,0,0
2026-01-08,BASE_B,P_0045,3,0,0
2026-01-08,BASE_B,P_0046,4,0,0
2026-01-08,BASE_B,P_0047,5,0,0
2026-01-08,BASE_B,P_0048,7,0,0
2026-01-08,BASE_B,P_0049,4,0,0
2026-01-08,BASE_B,P_0050,10,0,0
2026-01-08,BASE_B,P_0051,7,0,0
2026-01-08,BASE_B,P_0052,11,1,39
2026-01-08,BASE_B,P_0053,6,0,0
2026-01-08,BASE_B,P_0054,3,0,0
2026-01-08,BASE_B,P_0055,9,0,0
2026-01-08,BASE_B,P_0056,1,2,51
2026-01-08,BASE_B,P_0057,11,2,36
2026-01-08,BASE_B,P_0058,0,0,0
2026-01-08,BASE_B,P_0059,6,0,0
2026-01-08,BASE_B,P_0060,12,0,0
2026-01-08,BASE_B,P_0061,6,1,26
2026-01-08,BASE_B,P_0062,4,0,0
2026-01-08,BASE_B,P_0063,6,1,19
2026-01-08,BASE_B,P_0064,7,1,24
2026-01-08,BASE_B,P_0065,8,1,56
2026-01-08,BASE_B,P_0066,3,2,25
2026-01-08,BASE_B,P_0067,3,2,18
2026-01-08,BASE_B,P_0068,5,2,17
2026-01-08,BASE_B,P_0069,4,0,0
2026-01-08,BASE_B,P_0070,5,1,25
2026-01-08,BASE_B,P_0071,5,1,35
2026-01-08,BASE_B,P_0072,6,0,0
2026-01-08,BASE_B,P_0073,7,0,0
2026-01-08,BASE_B,P_0074,4,0,0
2026-01-08,BASE_B,P_0075,5,0,0
2026-01-08,BASE_B,P_0076,7,0,0
2026-01-08,BASE_B,P_0077,2,0,0
2026-01-08,BASE_B,P_0078,7,0,0
2026-01-08,BASE_B,P_0079,5,2,23
2026-01-08,BASE_B,P_0080,5,0,0
2026-01-08,BASE_B,P_0081,7,1,23
2026-01-08,BASE_B,P_0082,6,1,28
2026-01-08,BASE_B,P_0083,5,0,0
2026-01-08,BASE_B,P_0084,5,0,0
2026-01-08,BASE_B,P_0085,3,1,38
2026-01-08,BASE_B,P_0086,4,1,24
2026-01-08,BASE_B,P_0087,7,2,41
2026-01-08,BASE_B,P_0088,3,2,30
2026-01-08,BASE_B,P_0089,6,0,0
2026-01-08,BASE_B,P_0090,2,0,0
2026-01-08,BASE_B,P_0091,6,0,0
2026-01-08,BASE_B,P_0092,9,1,26
2026-01-08,BASE_B,P_0093,2,0,0
2026-01-08,BASE_B,P_0094,4,1,22
2026-01-08,BASE_B,P_0095,2,0,0
2026-01-08,BASE_B,P_0096,6,2,36
2026-01-08,BASE_B,P_0097,6,1,19
2026-01-08,BASE_B,P_0098,6,0,0
2026-01-08,BASE_B,P_0099,5,0,0
2026-01-08,BASE_B,P_0100,3,0,0
2026-01-08,BASE_B,P_0101,6,0,0
2026-01-08,BASE_B,P_0102,7,2,41
2026-01-08,BASE_B,P_0103,1,0,0
2026-01-08,BASE_B,P_0104,11,0,0
2026-01-08,BASE_B,P_0105,5,2,33
2026-01-08,BASE_B,P_0106,6,2,21
2026-01-08,BASE_B,P_0107,5,0,0
2026-01-08,BASE_B,P_0108,8,2,16
2026-01-08,BASE_B,P_0109,6,0,0
2026-01-08,BASE_B,P_0110,4,2,32
2026-01-08,BASE_B,P_0111,4,0,0
2026-01-08,BASE_B,P_0112,5,0,0
2026-01-08,BASE_B,P_0113,7,0,0
2026-01-08,BASE_B,P_0114,12,0,0
2026-01-08,BASE_B,P_0115,7,2,31
2026-01-08,BASE_B,P_0116,4,0,0
2026-01-08,BASE_B,P_0117,1,0,0
2026-01-08,BASE_B,P_0118,1,0,0
2026-01-08,BASE_B,P_0119,7,1,44
2026-01-08,BASE_B,P_0120,3,0,0
2026-01-08,BASE_B,P_0121,6,0,0
2026-01-08,BASE_B,P_0122,6,2,47
2026-01-08,BASE_B,P_0123,7,0,0
2026-01-08,BASE_B,P_0124,4,0,0
2026-01-08,BASE_B,P_0125,5,0,0
2026-01-08,BASE_B,P_0126,6,1,27
2026-01-08,BASE_B,P_0127,6,1,34
2026-01-08,BASE_B,P_0128,8,0,0
2026-01-08,BASE_B,P_0129,9,0,0
2026-01-08,BASE_B,P_0130,9,0,0
2026-01-08,BASE_B,P_0131,0,1,39
2026-01-08,BASE_B,P_0132,5,0,0
2026-01-08,BASE_B,P_0133,3,0,0
2026-01-08,BASE_B,P_0134,3,1,31
2026-01-08,BASE_B,P_0135,3,1,56
2026-01-08,BASE_B,P_0136,1,0,0
2026-01-08,BASE_B,P_0137,5,2,30
2026-01-08,BASE_B,P_0138,6,1,24
2026-01-08,BASE_B,P_0139,5,0,0
2026-01-08,BASE_B,P_0140,5,0,0
2026-01-08,BASE_B,P_0141,6,0,0
2026-01-08,BASE_B,P_0142,7,0,0
2026-01-08,BASE_B,P_0143,3,0,0
2026-01-08,BASE_B,P_0144,7,0,0
2026-01-08,BASE_B,P_0145,2,0,0
2026-01-08,BASE_B,P_0146,6,1,26
2026-01-08,BASE_B,P_0147,5,2,30
2026-01-08,BASE_B,P_0148,3,1,8
2026-01-08,BASE_B,P_0149,4,0,0
2026-01-08,BASE_B,P_0150,5,0,0
2026-01-08,BASE_B,P_0151,6,0,0
2026-01-08,BASE_B,P_0152,6,1,46
2026-01-08,BASE_B,P_0153,2,0,0
2026-01-08,BASE_B,P_0154,5,2,21
2026-01-08,BASE_B,P_0155,3,0,0
2026-01-08,BASE_B,P_0156,7,2,24
2026-01-08,BASE_B,P_0157,6,0,0
2026-01-08,BASE_B,P_0158,5,0,0
2026-01-08,BASE_B,P_0159,6,0,0
2026-01-08,BASE_B,P_0160,4,0,0
2026-01-08,BASE_B,P_0161,5,2,32
2026-01-08,BASE_B,P_0162,4,0,0
2026-01-08,BASE_B,P_0163,4,0,0
2026-01-08,BASE_B,P_0164,4,2,43
2026-01-08,BASE_B,P_0165,1,0,0
2026-01-08,BASE_B,P_0166,9,2,27
2026-01-08,BASE_B,P_0167,4,0,0
2026-01-08,BASE_B,P_0168,3,2,21
2026-01-08,BASE_B,P_0169,5,0,0
2026-01-08,BASE_B,P_0170,6,1,34
2026-01-08,BASE_B,P_0171,10,2,24
2026-01-08,BASE_B,P_0172,6,1,26
2026-01-08,BASE_B,P_0173,9,0,0
2026-01-08,BASE_B,P_0174,6,2,15
2026-01-08,BASE_B,P_0175,3,1,46
2026-01-08,BASE_B,P_0176,10,0,0
2026-01-08,BASE_B,P_0177,4,0,0
2026-01-08,BASE_B,P_0178,5,2,23
2026-01-08,BASE_B,P_0179,4,0,0
2026-01-08,BASE_B,P_0180,5,0,0
2026-01-08,BASE_B,P_0181,7,0,0
2026-01-08,BASE_B,P_0182,3,2,36
2026-01-08,BASE_B,P_0183,0,0,0
2026-01-08,BASE_B,P_0184,7,1,37
2026-01-08,BASE_B,P_0185,4,0,0
2026-01-08,BASE_B,P_0186,5,2,19
2026-01-08,BASE_B,P_0187,2,2,11
2026-01-08,BASE_B,P_0188,9,0,0
2026-01-08,BASE_B,P_0189,8,0,0
2026-01-08,BASE_B,P_0190,9,0,0
2026-01-08,BASE_B,P_0191,1,2,32
2026-01-08,BASE_B,P_0192,4,0,0
2026-01-08,BASE_B,P_0193,2,1,28
2026-01-08,BASE_B,P_0194,8,2,26
2026-01-08,BASE_B,P_0195,4,2,38
2026-01-08,BASE_B,P_0196,4,0,0
2026-01-08,BASE_B,P_0197,2,1,37
2026-01-08,BASE_B,P_0198,12,1,44
2026-01-08,BASE_B,P_0199,3,1,29
2026-01-08,BASE_B,P_0200,5,0,0
2026-01-08,BASE_C,P_0001,15,1,40
2026-01-08,BASE_C,P_0002,4,0,0
2026-01-08,BASE_C,P_0003,1,2,18
2026-01-08,BASE_C,P_0004,5,0,0
2026-01-08,BASE_C,P_0005,7,1,34
2026-01-08,BASE_C,P_0006,3,0,0
2026-01-08,BASE_C,P_0007,4,0,0
2026-01-08,BASE_C,P_0008,6,0,0
2026-01-08,BASE_C,P_0009,8,1,12
2026-01-08,BASE_C,P_0010,5,0,0
2026-01-08,BASE_C,P_0011,5,1,35
2026-01-08,BASE_C,P_0012,6,0,0
2026-01-08,BASE_C,P_0013,4,1,46
2026-01-08,BASE_C,P_0014,1,2,28
2026-01-08,BASE_C,P_0015,2,0,0
2026-01-08,BASE_C,P_0016,9,0,0
2026-01-08,BASE_C,P_0017,3,0,0
2026-01-08,BASE_C,P_0018,5,1,38
2026-01-08,BASE_C,P_0019,9,2,28
2026-01-08,BASE_C,P_0020,5,0,0
2026-01-08,BASE_C,P_0021,7,0,0
2026-01-08,BASE_C,P_0022,8,0,0
2026-01-08,BASE_C,P_0023,3,0,0
2026-01-08,BASE_C,P_0024,9,1,34
2026-01-08,BASE_C,P_0025,9,0,0
2026-01-08,BASE_C,P_0026,6,2,23
2026-01-08,BASE_C,P_0027,2,0,0
2026-01-08,BASE_C,P_0028,4,0,0
2026-01-08,BASE_C,P_0029,3,0,0
2026-01-08,BASE_C,P_0030,4,2,41
2026-01-08,BASE_C,P_0031,7,0,0
2026-01-08,BASE_C,P_0032,2,1,16
2026-01-08,BASE_C,P_0033,4,2,41
2026-01-08,BASE_C,P_0034,6,0,0
2026-01-08,BASE_C,P_0035,5,0,0
2026-01-08,BASE_C,P_0036,7,0,0
2026-01-08,BASE_C,P_0037,11,0,0
2026-01-08,BASE_C,P_0038,5,0,0
2026-01-08,BASE_C,P_0039,4,2,27
2026-01-08,BASE_C,P_0040,6,1,18
2026-01-08,BASE_C,P_0041,2,0,0
2026-01-08,BASE_C,P_0042,0,1,23
2026-01-08,BASE_C,P_0043,7,0,0
2026-01-08,BASE_C,P_0044,5,0,0
2026-01-08,BASE_C,P_0045,3,2,29
2026-01-08,BASE_C,P_0046,8,0,0
2026-01-08,BASE_C,P_0047,4,2,4
2026-01-08,BASE_C,P_0048,3,2,36
2026-01-08,BASE_C,P_0049,6,0,0
2026-01-08,BASE_C,P_0050,9,0,0
2026-01-08,BASE_C,P_0051,10,1,23
2026-01-08,BASE_C,P_0052,8,0,0
2026-01-08,BASE_C,P_0053,2,0,0
2026-01-08,BASE_C,P_0054,5,2,26
2026-01-08,BASE_C,P_0055,7,0,0
2026-01-08,BASE_C,P_0056,5,0,0
2026-01-08,BASE_C,P_0057,8,1,23
2026-01-08,BASE_C,P_0058,4,0,0
2026-01-08,BASE_C,P_0059,10,0,0
2026-01-08,BASE_C,P_0060,8,0,0
2026-01-08,BASE_C,P_0061,7,0,0
2026-01-08,BASE_C,P_0062,3,2,35
2026-01-08,BASE_C,P_0063,3,2,28
2026-01-08,BASE_C,P_0064,8,0,0
2026-01-08,BASE_C,P_0065,3,0,0
2026-01-08,BASE_C,P_0066,2,0,0
2026-01-08,BASE_C,P_0067,0,2,30
2026-01-08,BASE_C,P_0068,7,0,0
2026-01-08,BASE_C,P_0069,7,2,42
2026-01-08,BASE_C,P_0070,6,0,0
2026-01-08,BASE_C,P_0071,3,0,0
2026-01-08,BASE_C,P_0072,7,0,0
2026-01-08,BASE_C,P_0073,6,2,7
2026-01-08,BASE_C,P_0074,3,0,0
2026-01-08,BASE_C,P_0075,9,2,33
2026-01-08,BASE_C,P_0076,6,0,0
2026-01-08,BASE_C,P_0077,1,2,11
2026-01-08,BASE_C,P_0078,4,1,22
2026-01-08,BASE_C,P_0079,12,0,0
2026-01-08,BASE_C,P_0080,3,1,30
2026-01-08,BASE_C,P_0081,1,1,31
2026-01-08,BASE_C,P_0082,6,0,0
2026-01-08,BASE_C,P_0083,6,2,29
2026-01-08,BASE_C,P_0084,5,2,32
2026-01-08,BASE_C,P_0085,5,0,0
2026-01-08,BASE_C,P_0086,4,1,22
2026-01-08,BASE_C,P_0087,9,0,0
2026-01-08,BASE_C,P_0088,8,1,42
2026-01-08,BASE_C,P_0089,8,0,0
2026-01-08,BASE_C,P_0090,8,0,0
2026-01-08,BASE_C,P_0091,5,2,34
2026-01-08,BASE_C,P_0092,6,0,0
2026-01-08,BASE_C,P_0093,4,1,30
2026-01-08,BASE_C,P_0094,11,0,0
2026-01-08,BASE_C,P_0095,3,0,0
2026-01-08,BASE_C,P_0096,6,0,0
2026-01-08,BASE_C,P_0097,6,1,50
2026-01-08,BASE_C,P_0098,7,2,34
2026-01-08,BASE_C,P_0099,7,0,0
2026-01-08,BASE_C,P_0100,5,0,0
2026-01-08,BASE_C,P_0101,8,0,0
2026-01-08,BASE_C,P_0102,7,0,0
2026-01-08,BASE_C,P_0103,11,1,25
2026-01-08,BASE_C,P_0104,3,0,0
2026-01-08,BASE_C,P_0105,7,2,32
2026-01-08,BASE_C,P_0106,4,0,0
2026-01-08,BASE_C,P_0107,5,0,0
2026-01-08,BASE_C,P_0108,6,0,0
2026-01-08,BASE_C,P_0109,5,1,45
2026-01-08,BASE_C,P_0110,3,0,0
2026-01-08,BASE_C,P_0111,8,2,46
2026-01-08,BASE_C,P_0112,3,0,0
2026-01-08,BASE_C,P_0113,4,0,0
2026-01-08,BASE_C,P_0114,4,1,26
2026-01-08,BASE_C,P_0115,5,0,0
2026-01-08,BASE_C,P_0116,8,0,0
2026-01-08,BASE_C,P_0117,4,2,31
2026-01-08,BASE_C,P_0118,1,0,0
2026-01-08,BASE_C,P_0119,7,0,0
2026-01-08,BASE_C,P_0120,4,0,0
2026-01-08,BASE_C,P_0121,11,0,0
2026-01-08,BASE_C,P_0122,8,0,0
2026-01-08,BASE_C,P_0123,5,0,0
2026-01-08,BASE_C,P_0124,4,2,24
2026-01-08,BASE_C,P_0125,6,0,0
2026-01-08,BASE_C,P_0126,5,1,17
2026-01-08,BASE_C,P_0127,5,2,18
2026-01-08,BASE_C,P_0128,5,0,0
2026-01-08,BASE_C,P_0129,3,0,0
2026-01-08,BASE_C,P_0130,6,2,40
2026-01-08,BASE_C,P_0131,5,2,4
2026-01-08,BASE_C,P_0132,2,1,29
2026-01-08,BASE_C,P_0133,1,0,0
2026-01-08,BASE_C,P_0134,4,2,20
2026-01-08,BASE_C,P_0135,9,0,0
2026-01-08,BASE_C,P_0136,4,0,0
2026-01-08,BASE_C,P_0137,4,1,38
2026-01-08,BASE_C,P_0138,11,0,0
2026-01-08,BASE_C,P_0139,3,0,0
2026-01-08,BASE_C,P_0140,3,0,0
2026-01-08,BASE_C,P_0141,7,0,0
2026-01-08,BASE_C,P_0142,4,0,0
2026-01-08,BASE_C,P_0143,13,1,5
2026-01-08,BASE_C,P_0144,0,0,0
2026-01-08,BASE_C,P_0145,6,0,0
2026-01-08,BASE_C,P_0146,1,2,31
2026-01-08,BASE_C,P_0147,7,2,29
2026-01-08,BASE_C,P_0148,4,1,32
2026-01-08,BASE_C,P_0149,6,0,0
2026-01-08,BASE_C,P_0150,5,0,0
2026-01-08,BASE_C,P_0151,4,0,0
2026-01-08,BASE_C,P_0152,8,2,25
2026-01-08,BASE_C,P_0153,4,0,0
2026-01-08,BASE_C,P_0154,6,1,8
2026-01-08,BASE_C,P_0155,0,1,36
2026-01-08,BASE_C,P_0156,4,1,29
2026-01-08,BASE_C,P_0157,3,2,40
2026-01-08,BASE_C,P_0158,7,0,0
2026-01-08,BASE_C,P_0159,5,0,0
2026-01-08,BASE_C,P_0160,9,2,37
2026-01-08,BASE_C,P_0161,4,1,37
2026-01-08,BASE_C,P_0162,8,0,0
2026-01-08,BASE_C,P_0163,3,0,0
2026-01-08,BASE_C,P_0164,5,0,0
2026-01-08,BASE_C,P_0165,6,0,0
2026-01-08,BASE_C,P_0166,7,1,23
2026-01-08,BASE_C,P_0167,2,0,0
2026-01-08,BASE_C,P_0168,2,0,0
2026-01-08,BASE_C,P_0169,4,0,0
2026-01-08,BASE_C,P_0170,3,2,19
2026-01-08,BASE_C,P_0171,4,1,7
2026-01-08,BASE_C,P_0172,4,1,31
2026-01-08,BASE_C,P_0173,5,2,29
2026-01-08,BASE_C,P_0174,8,0,0
2026-01-08,BASE_C,P_0175,6,1,37
2026-01-08,BASE_C,P_0176,7,2,29
2026-01-08,BASE_C,P_0177,2,0,0
2026-01-08,BASE_C,P_0178,5,2,38
2026-01-08,BASE_C,P_0179,3,2,30
2026-01-08,BASE_C,P_0180,2,0,0
2026-01-08,BASE_C,P_0181,8,2,33
