date,aircraft_id,unit_id,base,airframe_age_years,role,status_start,flight_hours,mission_intensity,environment_stress,flight_hours_sum_7d,mission_intensity_mean_7d,environment_stress_mean_7d,flight_hours_sum_14d,mission_intensity_mean_14d,environment_stress_mean_14d,flight_hours_sum_30d,mission_intensity_mean_30d,environment_stress_mean_30d,failures_count_sum_7d,failures_count_sum_14d,failures_count_sum_30d,down_events_sum_7d,down_events_sum_14d,down_events_sum_30d,repair_hours_sum_7d,repair_hours_sum_14d,repair_hours_sum_30d,wait_parts_hours_sum_7d,wait_parts_hours_sum_14d,wait_parts_hours_sum_30d,wait_maint_hours_sum_7d,wait_maint_hours_sum_14d,wait_maint_hours_sum_30d,down_hours_sum_7d,down_hours_sum_14d,down_hours_sum_30d,downtime_next_14d_hours,downtime_next_30d_hours
2026-01-08,AC_0021,UNIT_04,BASE_B,7.6,TRAIN,FMC,0.98,0.062,0.378,0.98,0.062,0.378,0.98,0.062,0.378,0.98,0.062,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0022,UNIT_02,BASE_A,2.1,TRAIN,FMC,0.92,0.489,0.295,0.92,0.489,0.295,0.92,0.489,0.295,0.92,0.489,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0023,UNIT_03,BASE_A,9.3,STRIKE,FMC,0.99,0.761,0.187,0.99,0.761,0.187,0.99,0.761,0.187,0.99,0.761,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0024,UNIT_02,BASE_B,7.2,STRIKE,FMC,1.24,0.677,0.556,1.24,0.677,0.556,1.24,0.677,0.556,1.24,0.677,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0025,UNIT_03,BASE_B,2.0,STRIKE,PMC,1.1,0.074,0.544,1.1,0.074,0.544,1.1,0.074,0.544,1.1,0.074,0.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0026,UNIT_02,BASE_C,12.7,STRIKE,PMC,0.57,0.399,0.258,0.57,0.399,0.258,0.57,0.399,0.258,0.57,0.399,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0027,UNIT_02,BASE_C,13.0,STRIKE,FMC,0.83,0.817,0.101,0.83,0.817,0.101,0.83,0.817,0.101,0.83,0.817,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0028,UNIT_01,BASE_A,16.3,ISR,FMC,1.57,0.159,0.013,1.57,0.159,0.013,1.57,0.159,0.013,1.57,0.159,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0029,UNIT_03,BASE_A,10.6,STRIKE,PMC,0.67,0.234,0.569,0.67,0.234,0.569,0.67,0.234,0.569,0.67,0.234,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0030,UNIT_01,BASE_C,13.1,STRIKE,FMC,1.38,0.123,0.59,1.38,0.123,0.59,1.38,0.123,0.59,1.38,0.123,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0031,UNIT_01,BASE_B,11.9,STRIKE,FMC,1.0,0.21,0.521,1.0,0.21,0.521,1.0,0.21,0.521,1.0,0.21,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0032,UNIT_04,BASE_A,9.1,STRIKE,FMC,1.27,0.413,0.024,1.27,0.413,0.024,1.27,0.413,0.024,1.27,0.413,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0033,UNIT_03,BASE_A,10.8,STRIKE,PMC,0.53,0.543,0.728,0.53,0.543,0.728,0.53,0.543,0.728,0.53,0.543,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0034,UNIT_04,BASE_B,6.6,ISR,FMC,1.73,0.39,0.524,1.73,0.39,0.524,1.73,0.39,0.524,1.73,0.39,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0035,UNIT_01,BASE_C,8.9,TRAIN,FMC,0.0,0.474,0.838,0.0,0.474,0.838,0.0,0.474,0.838,0.0,0.474,0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0036,UNIT_02,BASE_B,9.1,TRAIN,FMC,0.96,0.19,0.346,0.96,0.19,0.346,0.96,0.19,0.346,0.96,0.19,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0037,UNIT_03,BASE_B,5.2,STRIKE,FMC,0.76,0.449,0.144,0.76,0.449,0.144,0.76,0.449,0.144,0.76,0.449,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,AC_0038,UNIT_04,BASE_B,0.9,TRAIN,PMC,1.85,0.312,0.139,1.85,0.312,0.139,1.85,0.312,0.139,1.85,0.312,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-08,AC_0039,UNIT_03,BASE_A,10.2,STRIKE,FMC,0.26,0.242,0.212,0.26,0.242,0.212,0.26,0.242,0.212,0.26,0.242,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-08,AC_0040,UNIT_01,BASE_A,12.0,TRAIN,PMC,0.51,0.492,0.308,0.51,0.492,0.308,0.51,0.492,0.308,0.51,0.492,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-09,AC_0001,UNIT_01,BASE_C,8.2,TRAIN,FMC,1.06,0.42,0.647,1.54,0.286,0.475,1.54,0.286,0.475,1.54,0.286,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-09,AC_0002,UNIT_01,BASE_A,17.6,TRAIN,PMC,2.01,0.259,0.447,2.82,0.398,0.373,2.82,0.398,0.373,2.82,0.398,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-09,AC_0003,UNIT_03,BASE_A,8.4,STRIKE,PMC,2.02,0.717,0.64,2.91,0.581,0.398,2.91,0.581,0.398,2.91,0.581,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-09,AC_0004,UNIT_04,BASE_B,14.9,STRIKE,FMC,2.56,0.5,0.506,3.3600000000000003,0.526,0.492,3.3600000000000003,0.526,0.492,3.3600000000000003,0.526,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-09,AC_0005,UNIT_01,BASE_B,1.6,TRAIN,FMC,0.61,0.247,0.634,1.87,0.4085,0.543,1.87,0.4085,0.543,1.87,0.4085,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-09,AC_0006,UNIT_01,BASE_C,6.7,TRAIN,PMC,0.32,0.063,0.904,1.4000000000000001,0.2885,0.5935,1.4000000000000001,0.2885,0.5935,1.4000000000000001,0.2885,0.5935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-09,AC_0007,UNIT_03,BASE_C,3.9,ISR,FMC,1.86,0.68,0.511,3.68,0.601,0.347,3.68,0.601,0.347,3.68,0.601,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-09,AC_0008,UNIT_03,BASE_A,12.5,TRAIN,PMC,0.72,0.984,0.395,0.73,0.85,0.303,0.73,0.85,0.303,0.73,0.85,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,31.9
2026-01-09,AC_0009,UNIT_02,BASE_A,7.0,ISR,FMC,1.87,0.121,0.192,3.3,0.3615,0.305,3.3,0.3615,0.305,3.3,0.3615,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41,46.41
2026-01-09,AC_0010,UNIT_02,BASE_A,8.8,STRIKE,FMC,0.12,0.569,0.323,1.3900000000000001,0.6145,0.1615,1.3900000000000001,0.6145,0.1615,1.3900000000000001,0.6145,0.1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41,46.41
2026-01-09,AC_0011,UNIT_04,BASE_B,15.1,TRAIN,FMC,1.1,0.361,0.327,1.61,0.4085,0.35850000000000004,1.61,0.4085,0.35850000000000004,1.61,0.4085,0.35850000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41,46.41
2026-01-09,AC_0012,UNIT_04,BASE_C,14.6,STRIKE,FMC,0.0,0.188,0.198,1.55,0.40249999999999997,0.14550000000000002,1.55,0.40249999999999997,0.14550000000000002,1.55,0.40249999999999997,0.14550000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0013,UNIT_01,BASE_C,2.9,STRIKE,FMC,1.12,0.919,0.747,1.9700000000000002,0.6095,0.6045,1.9700000000000002,0.6095,0.6045,1.9700000000000002,0.6095,0.6045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0014,UNIT_04,BASE_C,12.1,TRAIN,PMC,1.94,0.164,0.672,2.39,0.35950000000000004,0.481,2.39,0.35950000000000004,0.481,2.39,0.35950000000000004,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0015,UNIT_03,BASE_B,10.5,STRIKE,FMC,0.59,0.175,0.691,1.6,0.45099999999999996,0.5115,1.6,0.45099999999999996,0.5115,1.6,0.45099999999999996,0.5115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0016,UNIT_02,BASE_C,8.7,ISR,PMC,1.8,0.874,0.719,1.97,0.4925,0.4815,1.97,0.4925,0.4815,1.97,0.4925,0.4815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0017,UNIT_03,BASE_B,10.2,ISR,FMC,0.82,0.266,0.309,1.8399999999999999,0.2315,0.318,1.8399999999999999,0.2315,0.318,1.8399999999999999,0.2315,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0018,UNIT_03,BASE_A,8.1,STRIKE,FMC,1.14,0.395,0.728,2.8499999999999996,0.20450000000000002,0.364,2.8499999999999996,0.20450000000000002,0.364,2.8499999999999996,0.20450000000000002,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0019,UNIT_04,BASE_C,4.6,STRIKE,FMC,1.15,0.741,0.171,2.26,0.718,0.21800000000000003,2.26,0.718,0.21800000000000003,2.26,0.718,0.21800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0020,UNIT_04,BASE_A,12.1,ISR,PMC,2.18,0.323,0.39,3.63,0.306,0.41700000000000004,3.63,0.306,0.41700000000000004,3.63,0.306,0.41700000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0021,UNIT_04,BASE_B,7.6,TRAIN,FMC,0.94,0.51,0.716,1.92,0.28600000000000003,0.5469999999999999,1.92,0.28600000000000003,0.5469999999999999,1.92,0.28600000000000003,0.5469999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0022,UNIT_02,BASE_A,2.1,TRAIN,FMC,0.83,0.657,0.476,1.75,0.573,0.38549999999999995,1.75,0.573,0.38549999999999995,1.75,0.573,0.38549999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,46.41
2026-01-09,AC_0023,UNIT_03,BASE_A,9.3,STRIKE,FMC,1.37,0.759,0.535,2.3600000000000003,0.76,0.361,2.3600000000000003,0.76,0.361,2.3600000000000003,0.76,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41
2026-01-09,AC_0024,UNIT_02,BASE_B,7.2,STRIKE,FMC,1.28,0.938,0.716,2.52,0.8075,0.636,2.52,0.8075,0.636,2.52,0.8075,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41
2026-01-09,AC_0025,UNIT_03,BASE_B,2.0,STRIKE,PMC,0.52,0.779,0.539,1.62,0.4265,0.5415000000000001,1.62,0.4265,0.5415000000000001,1.62,0.4265,0.5415000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41
2026-01-09,AC_0026,UNIT_02,BASE_C,12.7,STRIKE,PMC,1.17,0.354,0.208,1.7399999999999998,0.3765,0.23299999999999998,1.7399999999999998,0.3765,0.23299999999999998,1.7399999999999998,0.3765,0.23299999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41
2026-01-09,AC_0027,UNIT_02,BASE_C,13.0,STRIKE,FMC,1.26,0.446,0.772,2.09,0.6315,0.4365,2.09,0.6315,0.4365,2.09,0.6315,0.4365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41
2026-01-09,AC_0028,UNIT_01,BASE_A,16.3,ISR,FMC,0.25,0.905,0.351,1.82,0.532,0.182,1.82,0.532,0.182,1.82,0.532,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
2026-01-09,AC_0029,UNIT_03,BASE_A,10.6,STRIKE,PMC,1.93,0.352,0.674,2.6,0.293,0.6214999999999999,2.6,0.293,0.6214999999999999,2.6,0.293,0.6214999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
2026-01-09,AC_0030,UNIT_01,BASE_C,13.1,STRIKE,FMC,0.04,0.473,0.493,1.42,0.298,0.5415,1.42,0.298,0.5415,1.42,0.298,0.5415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
2026-01-09,AC_0031,UNIT_01,BASE_B,11.9,STRIKE,FMC,0.53,0.852,0.438,1.53,0.531,0.47950000000000004,1.53,0.531,0.47950000000000004,1.53,0.531,0.47950000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
2026-01-09,AC_0032,UNIT_04,BASE_A,9.1,STRIKE,FMC,1.23,0.62,0.74,2.5,0.5165,0.382,2.5,0.5165,0.382,2.5,0.5165,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
2026-01-09,AC_0033,UNIT_03,BASE_A,10.8,STRIKE,PMC,0.65,0.948,0.424,1.1800000000000002,0.7455,0.576,1.1800000000000002,0.7455,0.576,1.1800000000000002,0.7455,0.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
2026-01-09,AC_0034,UNIT_04,BASE_B,6.6,ISR,FMC,2.11,0.348,0.229,3.84,0.369,0.3765,3.84,0.369,0.3765,3.84,0.369,0.3765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
2026-01-09,AC_0035,UNIT_01,BASE_C,8.9,TRAIN,FMC,0.68,0.126,0.464,0.68,0.3,0.651,0.68,0.3,0.651,0.68,0.3,0.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
2026-01-09,AC_0036,UNIT_02,BASE_B,9.1,TRAIN,FMC,1.73,0.572,0.756,2.69,0.381,0.5509999999999999,2.69,0.381,0.5509999999999999,2.69,0.381,0.5509999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
